,viewed
214341,1
214344,1
214347,1
214350,0
214352,1
214354,0
214356,0
214357,0
214359,1
214362,0
214364,0
214366,1
214368,1
214370,0
214372,0
214374,1
214377,1
214380,1
214383,1
214386,0
214387,0
214389,0
214390,0
214391,1
214394,1
214397,0
214399,0
214400,1
214403,1
214406,1
214409,0
214411,0
214413,1
214415,1
214417,1
214419,0
214421,1
214424,1
214427,0
214428,0
214429,1
214432,1
214435,0
214436,0
214437,1
214439,0
214441,0
214442,1
214445,1
214448,0
214449,1
214452,0
214454,0
214456,0
214458,0
214460,1
214462,0
214463,1
214466,0
214468,0
214469,0
214471,1
214474,1
214476,0
214477,0
214478,0
214480,0
214482,1
214485,0
214487,1
214490,0
214492,0
214493,1
214496,1
214499,1
214502,1
214505,1
214508,0
214510,0
214511,1
214514,0
214515,1
214518,1
214521,0
214522,0
214524,0
214525,0
214526,1
214528,0
214530,0
214531,1
214533,1
214535,1
214538,1
214541,1
214544,1
214547,1
214550,1
214553,1
214555,0
214556,0
214557,1
214560,0
214562,0
214564,0
214565,0
214567,1
214570,1
214573,0
214574,1
214577,0
214579,1
214581,0
214582,0
214583,1
214586,1
214589,0
214591,0
214592,0
214594,0
214595,0
214596,0
214597,0
214599,0
214601,1
214604,1
214607,0
214609,1
214612,1
214615,1
214618,1
214621,0
214623,1
214626,0
214627,1
214630,1
214633,0
214634,1
214636,0
214637,1
214640,0
214642,1
214644,1
214647,0
214649,1
214652,0
214654,1
214656,0
214659,1
214662,1
214665,0
214667,1
214670,1
214673,1
214676,1
214679,1
214681,1
214683,0
214684,0
214685,0
214686,0
214687,1
214689,0
214690,0
214692,0
214693,0
214695,1
214698,0
214700,1
214703,0
214705,0
214707,1
214710,0
214711,0
214712,1
214714,0
214716,1
214719,0
214721,1
214724,1
214727,0
214729,1
214732,0
214734,1
214737,0
214738,1
214741,1
214744,1
214747,1
214750,0
214752,1
214754,0
214756,0
214758,0
214760,0
214761,1
214763,0
214764,0
214765,1
214767,1
214770,1
214772,0
214774,1
214777,0
214779,0
214782,0
214783,1
214786,0
214788,1
214790,1
214793,0
214795,1
214798,1
214800,1
214803,0
214804,1
214807,1
214810,1
214813,1
214815,1
214818,0
214820,0
214821,1
214824,0
214826,1
214829,0
214830,0
214832,1
214835,1
214838,0
214839,1
214842,1
214845,0
214847,1
214850,0
214852,1
214854,1
214856,1
214859,0
214861,0
214863,0
214864,1
214867,0
214868,1
214870,0
214871,0
214873,0
214874,1
214876,1
214879,1
214881,1
214883,0
214884,0
214885,0
214887,1
214890,0
214892,1
214894,1
214897,0
214898,1
214900,0
214901,1
214903,1
214905,0
214907,1
214909,1
214912,0
214913,1
214916,0
214918,1
214920,0
214922,1
214925,1
214928,1
214931,0
214932,0
214933,0
214935,0
214937,1
214939,1
214942,0
214943,1
214945,1
214948,1
214950,0
214951,0
214953,1
214956,0
214957,1
214959,1
214962,0
214964,1
214967,1
214970,1
214973,0
214975,1
214978,0
214980,0
214981,1
214983,1
214986,0
214987,0
214989,1
214992,1
214995,0
214996,0
214997,0
214999,1
215000,1
215003,1
215005,1
215008,1
215011,1
215014,1
215017,1
215019,0
215020,0
215021,0
215022,0
215024,1
215027,0
215028,0
215030,1
215033,1
215036,0
215037,1
215040,0
215042,1
215045,0
215046,1
215049,0
215050,1
215053,1
215055,0
215057,0
215058,0
215060,1
215063,0
215065,1
215068,0
215069,0
215070,1
215073,1
215076,0
215077,1
215079,1
215082,1
215084,1
215087,0
215089,1
215092,1
215094,0
215096,1
215098,1
215101,1
215103,1
215105,1
215107,1
215109,0
215111,1
215114,1
215117,1
215120,1
215122,0
215124,1
215127,1
215130,1
215133,0
215134,1
215136,1
215139,1
215141,1
215144,1
215146,0
215148,1
215150,1
215153,1
215155,1
215158,0
215160,0
215162,1
215164,0
215166,0
215167,0
215169,1
215172,0
215173,1
215175,0
215177,1
215180,0
215181,1
215184,0
215185,0
215186,0
215187,1
215190,1
215193,0
215194,1
215197,1
215200,0
215201,1
215204,1
215207,0
215208,1
215210,1
215213,1
215215,0
215216,1
215218,0
215220,0
215222,1
215225,1
215228,1
215231,1
215234,1
215237,1
215240,0
215242,1
215244,1
215247,0
215249,0
215250,1
215253,0
215255,1
215258,1
215261,1
215264,1
215267,0
215269,0
215271,1
215273,1
215275,0
215276,0
215277,1
215279,1
215282,0
215283,1
215286,1
215289,1
215292,1
215295,1
215298,1
215301,1
215304,1
215306,0
215307,1
215310,0
215311,1
215313,1
215316,0
215317,0
215318,0
215319,1
215322,0
215324,1
215326,1
215329,1
215331,0
215332,1
215334,0
215336,0
215338,0
215339,1
215341,1
215343,0
215344,1
215347,1
215350,0
215352,0
215353,1
215356,1
215358,1
215360,1
215363,1
215366,1
215369,0
215370,0
215372,0
215373,0
215375,0
215377,1
215380,0
215382,1
215385,0
215386,0
215388,0
215390,0
215391,0
215393,0
215395,0
215396,1
215399,0
215401,0
215403,1
215406,1
215409,1
215411,0
215412,0
215413,0
215415,1
215418,1
215421,1
215424,1
215427,1
215429,0
215431,1
215433,1
215436,0
215438,1
215440,0
215441,0
215443,1
215446,1
215449,1
215452,1
215454,0
215455,0
215457,0
215458,0
215460,0
215461,0
215463,1
215465,1
215468,0
215469,1
215472,0
215473,0
215474,0
215475,0
215476,0
215478,0
215479,1
215482,1
215484,0
215485,0
215486,1
215489,1
215492,1
215494,0
215495,1
215498,1
215501,1
215504,0
215505,1
215508,0
215510,1
215513,1
215515,1
215518,1
215520,1
215523,0
215524,1
215526,1
215529,1
215532,1
215535,0
215536,1
215538,1
215540,1
215543,1
215546,1
215549,0
215551,0
215553,0
215555,0
215557,0
215559,1
215561,1
215563,0
215565,1
215567,0
215568,0
215570,1
215573,1
215575,0
215576,1
215578,1
215581,0
215583,1
215585,1
215588,1
215591,1
215593,1
215596,1
215598,1
215600,1
215601,1
215603,1
215606,0
215607,1
215610,1
215613,1
215615,0
215616,1
215619,1
215621,1
215624,1
215626,1
215629,0
215630,0
215632,1
215634,0
215636,0
215637,1
215640,0
215643,0
215645,0
215647,1
215650,1
215653,1
215656,1
215659,1
215662,1
215664,1
215667,1
215669,0
215670,1
215672,0
215673,0
215674,0
215675,1
215676,1
215679,0
215680,1
215682,1
215684,0
215685,1
215687,1
215689,1
215691,0
215693,0
215695,0
215697,1
215699,0
215700,1
215702,1
215705,0
215707,1
215710,0
215712,1
215714,1
215717,1
215720,1
215723,1
215725,0
215726,0
215728,0
215729,1
215732,0
215733,0
215735,1
215738,1
215741,0
215742,0
215743,0
215744,0
215745,0
215747,0
215748,1
215751,0
215752,0
215754,1
215757,0
215758,1
215759,1
215762,1
215765,0
215768,0
215769,0
215771,0
215773,1
215775,1
215778,1
215781,0
215783,1
215786,0
215787,1
215790,0
215791,0
215793,1
215795,1
215797,1
215800,0
215801,0
215803,1
215806,0
215808,1
215810,0
215812,1
215815,1
215817,1
215820,0
215821,1
215824,0
215825,0
215827,0
215829,1
215831,1
215834,0
215836,0
215837,0
215839,0
215841,1
215844,1
215846,0
215847,0
215848,1
215851,1
215853,0
215854,0
215856,0
215857,0
215858,0
215859,1
215861,1
215863,1
215866,1
215869,0
215871,1
215873,1
215876,0
215877,0
215879,0
215880,1
215883,1
215885,1
215887,1
215889,1
215892,1
215895,0
215896,0
215897,0
215898,1
215900,1
215903,0
215904,1
215906,0
215909,0
215911,0
215912,0
215913,0
215914,0
215916,0
215917,1
215920,1
215921,1
215923,1
215926,0
215927,1
215929,0
215931,0
215933,1
215936,1
215939,1
215942,0
215943,0
215945,1
215947,1
215950,0
215952,0
215954,0
215955,0
215957,0
215959,0
215960,0
215961,0
215963,1
215966,0
215968,0
215969,0
215971,1
215974,1
215977,0
215978,0
215980,1
215982,0
215983,1
215986,1
215989,1
215991,1
215994,1
215997,1
216000,0
216002,1
216004,0
216006,0
216008,0
216009,1
216012,1
216015,1
216018,0
216019,0
216020,0
216021,1
216024,1
216027,1
216030,1
216032,1
216034,1
216036,1
216039,0
216041,1
216044,0
216045,1
216047,1
216050,0
216052,1
216054,0
216055,0
216057,0
216059,1
216062,0
216064,0
216066,0
216068,0
216070,0
216072,1
216075,0
216077,1
216080,1
216083,1
216086,1
216089,0
216090,1
216093,1
216096,0
216097,0
216099,0
216100,1
216103,0
216105,0
216107,0
216108,0
216109,0
216111,1
216113,1
216116,1
216119,1
216121,1
216124,1
216127,0
216128,1
216130,0
216132,0
216133,0
216134,0
216135,0
216137,0
216138,1
216141,0
216142,1
216145,1
216148,1
216150,1
216153,0
216155,1
216158,1
216161,1
216164,0
216165,1
216167,1
216169,1
216172,1
216175,1
216178,1
216180,0
216182,1
216184,1
216186,0
216188,1
216191,1
216193,0
216195,0
216196,0
216198,1
216201,0
216203,0
216205,1
216208,0
216210,0
216211,1
216214,0
216215,0
216216,1
216219,0
216221,1
216224,1
216226,1
216229,1
216231,0
216232,0
216233,1
216235,0
216236,1
216239,1
216241,1
216244,1
216247,1
216250,1
216253,0
216254,1
216256,0
216258,1
216261,0
216263,1
216265,1
216267,1
216269,0
216270,0
216271,0
216272,1
216275,0
216277,1
216280,1
216283,1
216286,1
216288,1
216290,1
216293,1
216296,1
216299,1
216301,1
216303,0
216305,0
216307,1
216310,1
216313,0
216314,1
216317,0
216319,1
216322,0
216323,1
216325,1
216328,0
216329,1
216332,1
216334,1
216337,1
216339,0
216340,0
216341,0
216343,0
216345,0
216346,1
216348,0
216349,0
216351,1
216354,1
216356,1
216359,1
216362,1
216365,1
216368,0
216370,0
216372,1
216374,1
216377,0
216378,0
216379,1
216381,0
216382,0
216383,0
216385,0
216386,0
216388,1
216390,1
216392,1
216395,1
216397,1
216400,0
216402,0
216404,1
216407,1
216409,1
216412,0
216413,0
216414,1
216417,1
216420,1
216423,1
216426,0
216427,0
216429,1
216432,1
216435,0
216437,1
216440,1
216442,1
216444,1
216446,0
216447,0
216448,0
216449,0
216450,0
216452,0
216454,0
216455,0
216456,1
216459,1
216461,1
216463,1
216465,0
216466,1
216468,0
216470,0
216472,1
216474,1
216477,1
216480,1
216483,1
216486,1
216489,1
216492,1
216494,0
216496,1
216498,0
216499,1
216501,1
216504,1
216507,0
216509,1
216512,1
216514,1
216517,1
216519,0
216520,0
216521,1
216523,0
216525,0
216526,1
216529,0
216530,0
216531,1
216534,0
216536,1
216538,1
216541,1
216544,1
216547,1
216550,0
216551,1
216554,0
216556,1
216559,0
216561,0
216562,1
216565,1
216567,1
216570,0
216571,0
216573,0
216574,1
216576,0
216578,0
216579,0
216580,0
216581,0
216582,1
216585,1
216587,0
216589,1
216592,1
216595,1
216598,1
216601,1
216604,1
216606,0
216607,0
216609,1
216611,0
216613,0
216614,1
216617,1
216620,0
216621,1
216624,0
216625,0
216627,0
216628,1
216631,0
216632,1
216635,1
216638,1
216641,0
216643,1
216645,1
216648,1
216650,1
216653,1
216656,0
216657,1
216659,0
216660,1
216662,1
216665,0
216666,0
216668,1
216669,1
216671,0
216673,1
216676,1
216679,1
216681,1
216684,1
216686,1
216688,1
216690,1
216692,1
216695,0
216696,1
216699,1
216701,0
216702,1
216704,1
216706,0
216708,1
216711,0
216712,0
216714,0
216716,0
216717,0
216719,1
216721,1
216724,0
216725,1
216728,0
216729,0
216730,0
216731,0
216732,1
216735,1
216738,1
216741,0
216742,1
216745,0
216746,0
216748,1
216750,0
216752,1
216755,0
216756,1
216759,1
216762,0
216763,0
216764,1
216767,0
216768,0
216769,0
216771,0
216773,0
216774,1
216777,1
216780,1
216782,0
216783,1
216786,1
216789,1
216791,1
216793,0
216794,1
216797,0
216798,1
216801,1
216804,1
216806,1
216808,1
216810,1
216813,0
216815,0
216816,0
216818,0
216819,1
216821,1
216824,0
216826,0
216828,1
216830,0
216831,1
216834,1
216836,0
216837,1
216840,1
216843,1
216846,1
216849,0
216850,0
216851,1
216853,1
216856,1
216858,1
216861,1
216864,0
216866,0
216868,0
216869,0
216871,1
216873,0
216875,1
216878,0
216879,0
216880,1
216883,0
216884,0
216886,1
216889,1
216892,1
216895,1
216898,1
216901,1
216904,0
216905,1
216907,0
216908,1
216911,0
216913,0
216914,1
216916,1
216918,0
216919,1
216922,0
216924,0
216926,1
216928,1
216930,1
216933,0
216934,1
216937,1
216939,1
216942,1
216943,1
216946,1
216949,0
216951,0
216952,1
216954,0
216956,1
216959,0
216961,0
216962,1
216965,0
216966,1
216969,0
216970,1
216972,0
216973,1
216976,1
216978,1
216981,0
216982,1
216985,1
216988,1
216990,1
216993,0
216994,1
216997,1
216999,1
217002,0
217004,0
217005,1
217008,1
217010,1
217012,1
217014,1
217017,0
217019,0
217021,1
217022,1
217025,0
217026,1
217028,1
217030,0
217032,1
217035,0
217036,0
217037,0
217039,1
217041,1
217043,0
217045,1
217048,1
217050,0
217052,0
217054,0
217055,0
217056,0
217057,1
217060,1
217063,1
217066,0
217068,0
217069,0
217070,1
217073,1
217075,0
217077,0
217078,0
217080,1
217083,1
217086,1
217089,1
217091,1
217093,1
217096,0
217097,1
217100,0
217101,0
217103,0
217104,1
217106,1
217109,1
217112,1
217113,1
217116,1
217118,0
217120,0
217122,1
217125,1
217128,0
217130,0
217131,1
217134,0
217135,0
217136,1
217139,0
217140,0
217141,1
217144,1
217146,1
217149,0
217150,1
217152,1
217154,1
217156,1
217159,0
217160,1
217163,1
217166,1
217169,1
217172,0
217174,1
217177,0
217178,0
217180,1
217182,1
217184,1
217186,1
217189,1
217191,0
217193,0
217194,0
217196,0
217197,0
217198,1
217201,0
217203,1
217206,1
217209,1
217212,1
217215,0
217216,0
217217,0
217218,0
217220,1
217223,1
217226,0
217227,0
217229,0
217231,0
217233,1
217235,1
217237,1
217240,1
217242,1
217245,1
217248,0
217250,0
217251,1
217254,0
217255,0
217256,0
217257,0
217258,0
217260,0
217261,1
217263,1
217266,1
217269,0
217270,0
217272,1
217275,0
217277,1
217280,0
217281,0
217283,1
217285,0
217287,1
217290,1
217293,0
217295,1
217298,0
217299,1
217302,1
217304,1
217307,1
217309,1
217312,0
217313,1
217316,0
217318,1
217320,0
217321,1
217324,0
217326,0
217328,0
217329,1
217332,1
217335,1
217338,1
217340,0
217341,0
217342,1
217345,0
217346,0
217348,1
217351,1
217354,0
217356,1
217359,1
217361,1
217363,1
217366,1
217369,1
217372,1
217375,1
217378,0
217380,0
217382,1
217385,1
217387,1
217389,0
217391,1
217394,1
217397,0
217399,0
217400,0
217401,1
217404,0
217406,0
217408,1
217411,1
217414,1
217417,0
217419,0
217420,1
217423,0
217424,0
217425,1
217428,0
217430,1
217432,0
217434,0
217435,0
217436,0
217437,0
217438,0
217439,1
217442,1
217445,1
217447,1
217449,0
217450,0
217452,0
217454,1
217457,0
217459,0
217460,1
217463,1
217466,0
217468,1
217471,1
217474,0
217476,1
217478,1
217481,1
217484,0
217486,0
217488,0
217490,1
217492,1
217494,1
217497,0
217498,1
217501,1
217504,1
217507,0
217508,1
217510,1
217513,1
217516,1
217518,1
217520,0
217521,1
217523,1
217525,1
217528,0
217529,1
217532,1
217535,0
217537,1
217540,1
217542,1
217545,0
217546,0
217548,1
217551,1
217554,1
217557,0
217559,0
217561,0
217562,1
217565,1
217568,0
217569,0
217570,1
217572,1
217574,1
217577,1
217580,1
217583,0
217584,1
217586,1
217588,0
217589,1
217592,1
217595,1
217597,0
217599,1
217602,0
217604,1
217607,1
217610,0
217612,0
217614,0
217616,1
217619,1
217621,0
217622,0
217624,0
217625,1
217628,1
217631,0
217633,1
217636,0
217637,0
217638,0
217639,1
217642,1
217645,1
217647,1
217650,0
217652,0
217654,0
217655,1
217658,1
217661,0
217662,1
217665,0
217667,1
217669,0
217670,1
217672,0
217674,1
217676,1
217679,1
217682,1
217684,1
217687,1
217690,1
217693,1
217695,1
217697,0
217699,1
217702,1
217704,1
217706,0
217707,1
217709,0
217710,0
217712,1
217715,0
217716,0
217717,0
217718,0
217720,1
217723,1
217726,1
217728,1
217731,1
217733,1
217736,0
217738,1
217740,0
217742,0
217743,1
217746,1
217749,1
217751,1
217753,0
217754,1
217756,1
217758,1
217760,0
217761,1
217762,1
217765,0
217766,0
217767,0
217769,1
217771,1
217774,1
217777,1
217779,0
217781,0
217782,0
217784,1
217787,1
217789,1
217792,1
217795,1
217798,0
217800,1
217802,0
217803,1
217805,1
217808,0
217810,0
217812,0
217814,1
217817,1
217819,1
217822,0
217824,0
217825,0
217827,0
217828,0
217830,1
217833,1
217835,0
217837,0
217838,1
217841,0
217842,1
217844,1
217847,1
217849,1
217852,1
217855,1
217858,1
217861,0
217862,0
217864,0
217865,0
217866,1
217868,1
217871,1
217874,1
217877,0
217878,0
217879,1
217882,1
217885,1
217888,0
217890,0
217892,0
217893,0
217894,1
217896,1
217898,1
217900,1
217903,0
217905,1
217908,1
217911,1
217914,0
217915,1
217917,1
217920,1
217923,1
217926,0
217928,1
217930,1
217933,0
217934,0
217935,0
217937,1
217940,0
217941,0
217942,0
217944,1
217947,0
217949,0
217951,1
217954,1
217957,1
217960,1
217962,0
217963,1
217965,1
217968,0
217970,0
217972,1
217975,1
217978,0
217979,1
217981,0
217983,0
217985,0
217987,0
217988,0
217989,0
217990,0
217991,1
217994,0
217995,1
217998,0
217999,0
218001,0
218003,0
218004,1
218007,1
218010,0
218012,0
218013,1
218015,1
218018,1
218021,0
218023,0
218025,0
218027,1
218030,0
218032,1
218035,0
218037,1
218040,1
218042,0
218043,0
218044,1
218047,0
218048,0
218050,1
218052,0
218053,0
218055,1
218058,1
218060,1
218062,1
218064,0
218066,1
218068,0
218069,0
218070,0
218072,1
218074,1
218077,0
218079,1
218081,0
218082,0
218083,1
218086,0
218088,0
218090,1
218092,1
218095,0
218097,1
218099,0
218101,1
218104,0
218106,0
218107,1
218109,1
218112,1
218115,0
218116,0
218117,0
218118,0
218120,1
218122,1
218124,0
218125,0
218126,0
218128,0
218130,1
218133,1
218135,0
218137,0
218138,1
218140,1
218142,1
218144,0
218146,0
218148,1
218150,0
218151,1
218154,0
218156,1
218159,0
218161,1
218163,1
218165,1
218167,0
218168,1
218171,1
218174,1
218177,1
218180,0
218182,1
218184,0
218185,1
218187,1
218189,1
218192,1
218194,1
218197,1
218199,0
218201,1
218203,0
218205,1
218208,1
218211,0
218213,1
218216,1
218219,1
218222,0
218223,0
218224,0
218225,0
218227,1
218229,1
218231,1
218233,0
218234,1
218237,0
218238,1
218240,0
218241,0
218242,0
218243,0
218245,1
218247,0
218248,1
218251,1
218254,0
218255,1
218256,1
218258,0
218259,0
218260,0
218262,1
218265,1
218267,1
218269,1
218272,1
218275,0
218277,1
218279,0
218280,1
218283,1
218286,0
218287,1
218290,0
218291,1
218293,1
218295,0
218296,1
218299,0
218301,0
218302,1
218305,0
218307,1
218309,0
218310,0
218311,1
218314,1
218316,1
218318,1
218320,0
218322,0
218324,0
218326,1
218329,1
218331,1
218333,1
218335,1
218338,1
218341,1
218344,0
218345,1
218347,0
218348,1
218351,0
218352,1
218355,0
218357,0
218358,0
218360,0
218362,1
218364,0
218365,0
218367,0
218369,1
218372,1
218375,1
218378,1
218381,0
218383,1
218386,1
218389,1
218392,0
218394,0
218396,1
218399,1
218402,1
218405,0
218406,1
218409,0
218411,0
218413,0
218414,0
218415,0
218417,0
218419,0
218421,1
218424,0
218425,1
218428,0
218429,1
218432,1
218434,1
218436,0
218437,0
218438,1
218441,1
218443,1
218445,0
218447,1
218449,1
218452,1
218454,1
218457,0
218459,0
218460,1
218463,0
218464,1
218467,1
218469,0
218470,0
218472,0
218474,1
218477,1
218480,1
218482,0
218483,1
218486,1
218489,1
218491,0
218492,1
218494,0
218495,0
218496,1
218499,1
218502,1
218504,1
218506,0
218507,0
218508,1
218511,1
218514,1
218517,0
218518,1
218521,0
218523,0
218525,1
218527,1
218530,1
218533,0
218534,0
218536,1
218539,1
218542,1
218545,0
218546,0
218547,1
218550,0
218551,1
218554,0
218555,0
218556,0
218557,1
218560,0
218562,0
218563,0
218565,0
218567,0
218569,0
218571,0
218573,1
218576,1
218579,0
218580,1
218583,1
218586,1
218588,0
218589,1
218592,1
218595,1
218598,1
218601,1
218604,0
218605,0
218606,1
218609,0
218610,1
218613,0
218615,1
218617,1
218620,1
218623,1
218626,0
218627,0
218628,0
218630,0
218632,1
218634,0
218635,1
218637,0
218639,1
218642,0
218644,1
218647,0
218648,1
218650,0
218652,0
218653,1
218656,0
218657,0
218658,0
218660,0
218661,0
218663,0
218664,0
218666,1
218669,1
218672,1
218674,0
218675,0
218677,0
218678,1
218680,1
218683,0
218685,1
218688,0
218690,0
218691,1
218694,0
218695,1
218697,0
218698,0
218700,0
218701,0
218702,0
218703,0
218704,1
218707,1
218709,1
218712,1
218715,0
218716,1
218719,0
218722,1
218725,1
218728,1
218731,0
218733,0
218734,1
218737,0
218739,1
218742,1
218745,0
218746,0
218748,1
218751,0
218752,0
218754,0
218756,1
218759,1
218762,1
218765,0
218766,0
218767,0
218768,1
218770,0
218771,0
218772,0
218774,0
218775,0
218776,1
218778,0
218779,0
218781,1
218783,1
218786,1
218789,0
218790,0
218791,0
218792,0
218794,0
218796,0
218797,1
218799,1
218802,0
218803,1
218805,1
218808,0
218810,0
218811,0
218813,1
218816,1
218819,0
218821,1
218823,1
218825,0
218827,1
218829,1
218832,1
218835,0
218837,1
218840,0
218841,0
218842,0
218843,1
218846,0
218847,1
218850,0
218852,0
218854,1
218856,0
218858,0
218859,0
218861,0
218862,1
218864,1
218866,1
218869,0
218870,0
218871,1
218874,0
218875,1
218877,1
218880,0
218882,1
218884,0
218885,0
218886,1
218889,1
218891,1
218894,0
218896,0
218898,0
218899,0
218900,0
218901,1
218903,0
218904,1
218907,0
218909,1
218912,0
218914,1
218917,1
218920,1
218923,1
218925,1
218928,0
218930,1
218933,1
218935,1
218938,1
218941,0
218942,0
218944,1
218947,0
218948,0
218949,0
218951,1
218954,1
218957,0
218958,0
218959,0
218961,1
218963,1
218966,0
218967,0
218968,1
218970,1
218973,1
218976,0
218977,1
218979,0
218980,0
218981,0
218982,1
218984,1
218986,0
218987,1
218990,0
218992,1
218995,1
218998,0
218999,1
219002,1
219004,1
219007,0
219009,1
219011,0
219013,1
219015,0
219017,0
219018,0
219019,0
219020,0
219021,0
219023,1
219026,1
219028,0
219030,0
219031,1
219034,1
219036,1
219038,0
219039,1
219042,0
219044,0
219046,0
219047,1
219049,1
219052,1
219055,0
219056,0
219058,1
219060,0
219062,1
219064,0
219065,0
219066,0
219067,1
219070,0
219072,1
219074,1
219076,0
219078,1
219081,1
219084,1
219086,1
219088,0
219090,1
219093,1
219096,0
219097,1
219100,0
219102,0
219103,0
219105,0
219107,1
219109,1
219112,1
219115,0
219117,0
219118,1
219120,1
219123,0
219124,1
219126,1
219129,1
219132,1
219135,1
219138,1
219141,1
219144,1
219147,0
219149,0
219151,1
219154,1
219157,0
219159,0
219160,1
219162,0
219163,0
219164,0
219165,1
219168,0
219170,0
219172,1
219175,1
219177,1
219180,0
219181,1
219184,1
219187,1
219190,1
219192,0
219193,0
219194,0
219196,0
219197,0
219198,1
219201,0
219203,0
219204,1
219206,0
219207,0
219208,1
219211,0
219213,0
219214,1
219217,0
219218,1
219220,1
219223,1
219225,0
219226,1
219229,1
219232,1
219235,1
219238,1
219241,0
219242,1
219244,0
219245,1
219248,0
219250,1
219253,1
219256,0
219258,0
219260,1
219263,1
219266,1
219268,1
219270,0
219271,1
219274,0
219275,0
219276,0
219277,0
219278,1
219281,0
219282,0
219283,1
219286,1
219288,0
219290,1
219292,1
219295,1
219298,0
219300,1
219303,0
219304,1
219306,1
219309,0
219311,1
219313,0
219314,1
219317,0
219319,0
219320,1
219323,0
219325,0
219326,0
219327,1
219329,1
219331,0
219332,1
219335,1
219338,0
219340,1
219343,1
219346,1
219349,0
219351,1
219353,1
219355,1
219357,0
219358,1
219360,0
219361,1
219364,0
219366,0
219367,0
219368,1
219371,0
219373,1
219376,0
219377,1
219379,0
219380,1
219383,1
219385,1
219387,0
219389,1
219392,1
219394,1
219396,0
219398,1
219400,0
219401,1
219403,1
219406,1
219409,0
219410,1
219413,1
219416,0
219417,1
219420,1
219423,1
219426,0
219427,1
219430,1
219432,1
219434,1
219437,1
219438,1
219441,0
219442,0
219443,1
219445,0
219446,0
219448,0
219450,0
219452,0
219454,0
219455,1
219458,1
219460,1
219463,0
219464,0
219465,1
219467,0
219469,0
219471,1
219474,1
219476,0
219477,0
219478,0
219480,0
219482,1
219484,0
219486,1
219489,0
219490,0
219492,0
219494,0
219495,0
219496,1
219499,1
219502,1
219505,0
219507,1
219509,1
219511,0
219513,1
219516,1
219519,0
219520,1
219523,0
219524,1
219527,1
219529,0
219531,0
219532,0
219534,0
219535,0
219536,0
219537,1
219540,1
219543,0
219545,1
219548,0
219550,0
219552,1
219554,1
219557,0
219559,0
219560,1
219563,1
219566,0
219567,0
219569,0
219570,0
219571,1
219573,0
219574,1
219577,0
219578,1
219581,1
219584,1
219587,1
219590,1
219593,1
219596,0
219597,0
219599,1
219601,1
219604,1
219606,0
219607,1
219608,1
219611,1
219614,1
219617,0
219619,1
219622,1
219625,1
219628,0
219629,0
219631,0
219633,0
219634,0
219635,1
219638,1
219640,1
219642,1
219645,1
219647,0
219648,1
219651,1
219654,1
219657,1
219660,0
219661,1
219663,0
219664,1
219666,1
219669,1
219671,0
219673,0
219675,1
219678,1
219681,1
219684,1
219687,0
219688,1
219691,0
219692,1
219694,0
219695,1
219698,1
219701,1
219704,0
219706,1
219709,1
219712,1
219715,0
219717,0
219718,1
219720,1
219723,0
219725,1
219727,0
219728,0
219730,0
219732,1
219735,1
219737,0
219739,1
219742,0
219744,0
219745,1
219748,1
219751,0
219753,1
219755,0
219757,0
219758,1
219761,1
219764,1
219767,1
219769,0
219771,0
219772,0
219773,0
219775,1
219778,0
219779,0
219780,0
219781,1
219784,0
219785,0
219787,0
219788,0
219789,1
219791,0
219793,1
219795,0
219797,0
219799,0
219800,0
219801,0
219802,0
219803,1
219806,1
219809,0
219810,0
219811,0
219813,1
219816,0
219817,1
219820,0
219821,0
219823,1
219826,1
219828,0
219829,1
219832,0
219834,0
219836,0
219837,0
219838,0
219839,0
219840,1
219843,1
219846,0
219848,1
219851,1
219853,1
219855,1
219858,1
219860,0
219861,0
219862,1
219865,1
219868,1
219871,0
219872,0
219874,0
219875,0
219877,1
219880,0
219882,1
219885,0
219886,0
219888,0
219889,0
219890,1
219892,1
219895,0
219897,0
219899,1
219901,1
219904,1
219907,0
219908,1
219911,1
219913,0
219915,0
219916,1
219918,1
219920,1
219923,1
219926,1
219929,1
219932,0
219934,0
219936,1
219938,0
219940,1
219943,0
219945,0
219946,0
219947,1
219949,1
219951,1
219954,1
219957,0
219958,0
219960,0
219961,0
219962,1
219965,0
219966,1
219968,0
219970,1
219972,1
219975,0
219977,0
219978,0
219979,1
219982,0
219984,1
219987,0
219988,0
219990,0
219991,0
219993,0
219994,0
219996,1
219999,1
220002,1
220004,1
220007,1
220009,1
220012,0
220014,1
220016,1
220018,1
220021,0
220022,0
220023,0
220024,0
220025,1
220028,1
220031,1
220034,1
220036,1
220039,0
220040,1
220042,1
220045,0
220047,1
220050,0
220051,1
220054,1
220057,0
220058,1
220060,1
220063,0
220065,0
220066,1
220069,1
220072,1
220075,0
220077,1
220079,1
220082,0
220083,0
220084,1
220086,1
220089,1
220092,0
220094,1
220096,1
220099,0
220101,0
220103,0
220105,1
220108,0
220110,0
220111,0
220112,1
220115,1
220117,0
220119,1
220122,1
220125,0
220126,1
220129,0
220130,1
220132,1
220134,1
220137,0
220139,1
220142,1
220145,1
220148,0
220149,1
220152,0
220153,0
220155,1
220158,1
220160,1
220162,0
220163,1
220166,0
220168,1
220171,1
220174,0
220175,0
220177,0
220179,0
220181,1
220184,1
220187,1
220190,1
220192,1
220195,0
220197,0
220199,1
220202,1
220205,0
220207,0
220209,1
220212,1
