,completed
222905,0
222906,1
222909,0
222910,0
222911,1
222913,0
222915,0
222916,1
222918,1
222921,0
222922,1
222925,1
222928,1
222930,1
222933,1
222936,1
222938,0
222939,0
222940,1
222943,1
222946,1
222948,1
222951,1
222953,1
222955,1
222957,0
222959,1
222962,0
222964,0
222966,1
222969,0
222971,0
222973,0
222974,0
222975,1
222978,1
222980,1
222982,0
222983,0
222984,0
222986,1
222989,1
222992,0
222993,0
222994,1
222996,1
222999,1
223002,1
223005,1
223008,1
223011,0
223013,1
223016,1
223019,1
223021,0
223022,1
223025,1
223028,1
223031,1
223034,0
223035,0
223037,0
223039,0
223041,1
223044,1
223046,1
223049,1
223052,0
223053,1
223056,1
223059,0
223060,0
223061,0
223062,0
223063,1
223066,1
223069,1
223072,1
223075,1
223078,1
223081,0
223082,1
223085,1
223088,1
223091,1
223094,1
223097,0
223099,1
223101,0
223102,0
223104,1
223106,1
223108,0
223110,1
223112,0
223114,1
223117,1
223120,0
223121,1
223124,1
223126,0
223127,1
223130,1
223133,1
223136,1
223137,1
223139,0
223140,1
223142,1
223145,0
223147,1
223150,0
223152,1
223154,1
223157,1
223160,0
223162,0
223163,1
223166,1
223169,1
223172,1
223174,1
223176,1
223178,1
223181,0
223182,1
223185,0
223186,0
223188,0
223190,1
223192,1
223195,0
223196,1
223198,0
223199,1
223201,1
223203,0
223204,1
223207,1
223210,1
223213,0
223215,1
223218,0
223219,1
223222,1
223225,0
223226,1
223228,1
223231,1
223234,1
223236,1
223239,0
223241,1
223243,0
223245,1
223248,1
223251,0
223252,1
223255,1
223258,1
223261,1
223264,0
223265,1
223268,0
223270,1
223273,1
223276,1
223279,1
223282,1
223284,1
223287,1
223290,1
223293,1
223296,1
223298,1
223301,1
223304,0
223306,1
223308,1
223311,1
223314,1
223316,1
223318,1
223321,0
223322,0
223323,0
223324,0
223326,0
223327,0
223328,0
223329,0
223331,0
223332,0
223333,0
223334,0
223335,1
223337,1
223340,0
223342,0
223344,0
223345,0
223346,0
223348,0
223350,1
223353,0
223355,1
223358,1
223361,1
223363,1
223366,1
223369,1
223371,0
223372,0
223374,1
223377,0
223379,0
223380,1
223382,0
223383,0
223384,0
223385,0
223386,0
223388,0
223389,0
223391,1
223394,1
223396,1
223399,1
223401,0
223403,1
223405,1
223408,1
223410,1
223412,0
223413,1
223416,1
223419,1
223422,1
223425,1
223427,1
223429,0
223430,0
223431,1
223434,0
223435,1
223438,1
223441,1
223443,0
223444,0
223446,1
223449,1
223452,1
223455,0
223457,0
223459,1
223461,1
223464,1
223467,1
223470,1
223473,0
223474,0
223476,0
223477,0
223478,0
223479,0
223481,0
223483,1
223486,1
223488,0
223489,0
223490,1
223492,1
223495,0
223497,0
223498,0
223499,0
223500,1
223502,0
223503,0
223504,1
223507,0
223508,0
223509,1
223512,0
223513,1
223516,1
223519,1
223522,1
223525,1
223528,1
223531,0
223532,0
223534,0
223535,1
223538,1
223540,1
223543,1
223546,0
223547,1
223549,0
223551,1
223554,0
223555,1
223558,1
223561,0
223563,1
223566,0
223567,1
223570,0
223571,1
223573,1
223576,1
223578,1
223580,1
223582,0
223584,1
223586,0
223588,0
223589,0
223590,0
223591,0
223593,1
223595,1
223597,0
223599,1
223602,1
223604,1
223606,1
223609,1
223612,0
223614,0
223616,1
223619,1
223622,1
223625,0
223626,0
223627,1
223629,1
223632,0
223633,0
223634,0
223635,1
223637,1
223640,1
223642,1
223644,1
223647,0
223648,1
223651,1
223654,1
223656,1
223658,1
223660,0
223661,0
223663,1
223665,1
223667,1
223670,0
223671,0
223672,1
223675,0
223676,0
223678,1
223680,1
223683,1
223685,1
223687,1
223690,0
223692,0
223693,0
223695,1
223697,1
223700,1
223702,1
223705,0
223707,1
223710,0
223711,1
223714,0
223715,1
223718,1
223721,1
223723,1
223726,1
223728,0
223729,1
223732,0
223734,0
223735,1
223738,1
223740,1
223743,0
223745,1
223747,1
223750,1
223752,0
223754,0
223756,1
223759,1
223762,0
223763,0
223764,1
223767,0
223768,0
223769,0
223770,0
223771,0
223772,0
223774,1
223776,0
223777,1
223779,1
223782,1
223785,1
223787,1
223790,1
223793,0
223794,0
223795,1
223797,0
223799,0
223801,1
223803,1
223805,1
223808,1
223810,0
223811,0
223812,1
223815,0
223816,0
223818,1
223821,1
223823,1
223825,1
223827,1
223830,1
223833,1
223835,1
223837,0
223839,1
223842,0
223843,1
223846,1
223849,0
223851,0
223852,1
223854,1
223856,0
223857,1
223860,0
223862,0
223863,0
223865,1
223868,0
223869,1
223872,1
223874,0
223876,1
223879,0
223881,0
223882,1
223885,0
223886,1
223889,0
223890,1
223893,1
223895,1
223897,0
223898,0
223900,1
223902,0
223904,1
223906,1
223909,0
223910,1
223913,1
223916,1
223919,0
223921,1
223924,1
223927,1
223930,1
223933,1
223936,1
223939,1
223941,1
223944,1
223947,1
223949,1
223951,1
223954,1
223957,1
223959,1
223962,1
223965,0
223966,1
223969,1
223971,1
223973,1
223976,1
223979,1
223981,0
223982,1
223984,1
223986,0
223988,1
223991,1
223994,1
223996,0
223997,0
223999,0
224001,1
224004,1
224007,0
224009,1
224011,1
224013,0
224014,1
224016,0
224017,0
224018,0
224020,1
224022,0
224024,0
224025,0
224027,0
224028,0
224030,1
224032,1
224035,0
224036,1
224039,0
224040,0
224041,0
224042,0
224043,1
224046,0
224048,1
224051,1
224053,1
224055,1
224057,1
224059,0
224061,1
224064,0
224065,0
224067,1
224069,0
224070,0
224071,0
224072,0
224074,0
224076,1
224078,0
224080,1
224082,0
224083,1
224086,1
224088,0
224090,0
224092,0
224094,1
224096,1
224097,1
224100,1
224102,1
224104,1
224106,0
224107,0
224109,1
224112,0
224113,1
224116,1
224118,1
224121,0
224122,1
224125,0
224126,1
224128,0
224129,0
224131,0
224133,1
224135,1
224137,0
224139,1
224142,1
224145,1
224147,0
224148,1
224150,1
224153,1
224155,1
224158,0
224159,0
224160,0
224161,0
224162,0
224163,1
224165,1
224167,0
224169,1
224172,1
224174,1
224177,1
224180,1
224183,0
224184,1
224187,1
224189,1
224192,0
224193,1
224196,1
224199,0
224200,0
224201,0
224202,0
224203,1
224205,1
224208,1
224210,1
224213,0
224215,0
224217,0
224218,0
224220,0
224222,1
224225,1
224227,1
224230,0
224231,0
224232,0
224233,0
224234,1
224237,0
224238,0
224240,1
224243,0
224245,0
224247,0
224248,0
224249,0
224251,0
224252,0
224253,1
224256,0
224257,0
224259,0
224260,1
224263,0
224264,1
224267,0
224268,0
224269,0
224271,1
224273,1
224275,1
224278,1
224281,0
224283,1
224286,0
224288,1
224291,1
224294,1
224296,1
224299,0
224300,1
224303,0
224304,1
224306,1
224308,1
224311,1
224314,1
224317,1
224320,0
224321,0
224322,1
224325,1
224328,1
224330,1
224333,1
224336,0
224338,1
224340,0
224342,0
224343,1
224346,1
224348,1
224349,1
224352,0
224354,1
224357,0
224358,1
224361,1
224364,1
224366,1
224369,1
224372,0
224373,0
224375,1
224377,1
224379,0
224380,1
224382,0
224383,1
224386,0
224388,0
224390,1
224393,0
224394,1
224397,1
224400,0
224401,0
224403,1
224406,1
224408,1
224411,1
224413,0
224414,0
224416,0
224418,1
224421,1
224423,0
224425,0
224426,1
224429,0
224431,1
224433,0
224434,0
224435,0
224437,0
224439,1
224441,1
224443,0
224444,1
224447,0
224448,1
224450,1
224452,1
224455,0
224457,0
224458,0
224459,1
224462,1
224464,1
224467,0
224468,1
224471,1
224473,1
224475,1
224478,1
224480,0
224482,1
224485,1
224487,1
224489,1
224492,0
224493,1
224495,1
224498,0
224500,0
224502,0
224504,0
224506,1
224509,1
224511,1
224513,1
224515,1
224518,1
224520,0
224521,1
224524,1
224526,1
224528,1
224531,1
224534,1
224537,1
224540,1
224543,1
224546,0
224548,0
224549,0
224551,1
224554,0
224556,1
224559,1
224562,1
224564,1
224566,1
224569,1
224572,1
224575,0
224576,0
224578,1
224581,1
224583,1
224585,0
224586,1
224589,0
224590,0
224591,0
224593,1
224595,0
224596,1
224599,0
224600,1
224603,0
224605,1
224608,1
224611,0
224613,0
224615,1
224617,1
224619,0
224620,1
224622,1
224624,0
224625,0
224626,0
224627,1
224630,0
224632,1
224634,0
224635,1
224637,1
224640,1
224643,1
224645,0
224646,1
224647,1
224650,0
224651,0
224652,0
224654,0
224655,1
224657,1
224660,1
224662,0
224663,1
224665,0
224666,0
224667,0
224668,1
224670,1
224673,1
224676,1
224678,1
224680,0
224681,0
224682,1
224685,0
224687,0
224689,0
224690,1
224693,1
224696,1
224699,1
224701,1
224703,1
224706,1
224709,0
224711,1
224714,1
224717,0
224718,1
224721,0
224723,0
224725,1
224728,0
224730,1
224733,1
224736,1
224739,1
224742,1
224745,0
224747,1
224750,1
224752,1
224755,0
224756,1
224759,1
224762,0
224764,1
224766,0
224768,1
224770,1
224773,1
224774,0
224776,0
224777,0
224779,0
224780,1
224781,1
224783,1
224785,1
224787,1
224789,1
224791,0
224792,1
224794,1
224796,1
224798,1
224800,1
224801,1
224803,0
224804,1
224805,0
224806,1
224808,1
224809,0
224810,0
224812,0
224813,1
224814,0
224815,1
224817,1
224819,1
224821,1
224823,1
224825,0
224826,1
224827,1
224828,1
224830,1
224832,1
224833,1
224835,0
224836,0
224837,1
224839,1
224841,0
224842,0
224843,0
224845,1
224847,1
224849,0
224851,1
224852,1
224854,1
224856,1
224857,1
224858,1
224859,0
224861,0
224862,1
224863,1
224865,0
224867,1
224869,1
224870,0
224872,0
224874,0
224875,1
224877,1
224879,1
224881,1
224882,1
224884,0
224885,1
224887,0
224889,1
224891,1
224893,1
224895,1
224897,1
224899,0
224901,1
224902,0
224904,1
224906,0
224908,1
224910,1
224912,1
224913,1
224914,1
224916,1
224917,0
224919,1
224921,0
224923,1
224925,1
224926,0
224927,1
224928,1
224930,1
224931,1
224932,1
224933,1
224934,0
224936,0
224937,0
224939,0
224940,1
224942,1
224944,0
224945,1
224947,0
224948,1
224949,1
224950,1
224952,1
224954,0
224955,1
224957,0
224959,1
224960,0
224962,1
224964,1
224966,1
224968,0
224969,1
224971,1
224973,1
224975,0
224976,1
224977,0
224978,1
224979,0
224981,0
224982,1
224983,1
224985,0
224986,1
224987,1
224988,1
224989,0
224991,0
224992,0
224994,1
224995,0
224997,1
224999,1
225001,1
225003,1
225004,1
225006,0
225008,1
225010,1
225011,1
225013,0
225015,0
225016,1
225018,0
225020,0
225021,1
225023,0
225025,0
225026,0
225027,1
225029,1
225031,1
225032,1
225034,1
225036,1
225038,1
225039,1
225040,1
225041,1
225043,1
225044,1
225046,0
225048,1
225050,1
225052,1
225053,0
225055,0
225056,1
225058,0
225060,1
225062,1
225064,1
225065,1
225067,0
225068,0
225069,0
225071,1
225073,0
225074,0
225075,0
225077,1
225078,1
225079,0
225080,0
225082,0
225084,1
225085,0
225086,1
225087,0
225089,1
225090,0
225091,1
225093,0
225094,0
225095,1
225097,0
225099,1
225100,1
225102,1
225103,1
225105,1
225107,1
225109,1
225111,1
225113,1
225114,1
225115,0
225116,0
225118,1
225120,1
225122,0
225124,1
225125,0
225127,1
225129,0
225131,1
225133,1
225134,1
225136,1
225137,0
225138,0
225139,1
225141,1
225142,0
225143,0
225145,1
225146,1
225147,1
225149,1
225151,1
225153,1
225155,1
225157,0
225159,1
225160,1
225161,1
225163,1
225165,0
225167,0
225169,1
225170,0
225172,1
225174,0
225176,1
225178,1
225180,1
225181,1
225183,0
225185,1
225186,1
225187,0
225189,0
225190,1
225191,1
225193,0
225194,1
225196,0
225198,0
225200,1
225202,0
225203,1
225204,0
225205,0
225206,1
225208,1
225210,1
225212,1
225213,1
225214,1
225215,0
225217,0
225219,1
225221,0
225223,0
225224,1
225225,1
225226,1
225227,0
225228,0
225229,1
225231,1
225232,1
225233,1
225235,1
225237,1
225238,1
225240,1
225242,1
225243,1
225245,0
225246,1
225248,1
225249,1
225250,1
225251,0
225253,0
225254,1
225256,1
225257,0
225258,1
225260,0
225262,0
225264,1
225265,0
225267,1
225269,1
225270,0
225271,1
225272,1
225274,1
225275,1
225277,1
225279,0
225281,1
225283,1
225284,1
225285,0
225287,0
225288,0
225290,1
225292,0
225293,1
225295,0
225297,0
225299,1
225301,0
225303,1
225305,1
225307,1
225308,0
225310,0
225312,1
225314,1
225316,1
225317,0
225319,0
225320,1
225321,1
225323,0
225325,0
225326,1
225328,1
225330,0
225331,1
225333,1
225334,1
225336,1
225338,1
225340,1
225342,1
225343,0
225344,1
225345,0
225346,1
225347,0
225348,1
225350,1
225352,0
225354,1
225356,1
225357,1
225358,0
225360,1
225362,1
225363,0
225364,0
225365,1
225366,1
225367,1
225369,1
225370,0
225371,0
225373,1
225375,0
225377,0
225379,1
225381,0
225383,0
225385,0
225387,1
225389,0
225391,0
225392,1
225393,0
225394,1
225396,1
225398,0
225399,1
225400,0
225401,1
225403,1
225405,1
225406,1
225408,1
225410,0
225412,0
225414,1
225416,1
225418,0
225419,0
225420,1
225421,1
225422,1
225423,0
225424,1
225426,1
225427,1
225428,1
225429,1
225431,1
225433,1
225435,0
225436,1
225437,0
225438,0
225439,0
225440,1
225442,1
225444,0
225446,1
225448,1
225450,1
225451,1
225452,1
225454,1
225456,0
225457,0
225458,1
225460,1
225462,0
225464,0
225466,0
225467,0
225469,0
225471,0
225472,1
225473,0
225474,0
225475,1
225476,1
225477,1
225479,1
225481,0
225482,0
225484,0
225485,0
225486,1
225488,0
225489,0
225491,1
225492,0
225494,1
225496,1
225498,1
225500,1
225502,1
225504,1
225505,0
225506,1
225507,1
225509,1
225510,0
225511,0
225512,0
225514,0
225516,0
225517,0
225518,0
225520,1
225522,0
225523,1
225525,0
225527,1
225529,1
225530,0
225532,1
225533,1
225535,0
225536,0
225538,0
225540,0
225542,0
225544,0
225546,0
225547,0
225548,1
225550,1
225552,1
225554,1
225556,1
225558,0
225559,1
225560,1
225561,0
225562,0
225563,1
225565,1
225566,1
225568,1
225570,1
225572,0
225574,1
225576,0
225577,0
225578,1
225579,0
225580,1
225581,1
225582,1
225584,1
225586,1
225588,0
225589,1
225591,1
225592,1
225594,1
225596,1
225598,1
225600,0
225602,1
225603,1
225605,1
225607,0
225608,0
225609,1
225611,0
225612,1
225613,0
225614,0
225615,1
225616,1
225618,0
225620,0
225621,0
225623,1
225624,0
225625,0
225627,1
225629,0
225630,0
225631,0
225632,0
225633,1
225634,1
225635,0
225636,0
225637,1
225639,1
225640,1
225641,1
225643,0
225644,1
225645,1
225647,0
225649,0
225650,1
225651,1
225653,1
225654,1
225655,0
225657,0
225658,0
225659,1
225661,1
225662,0
225663,1
225665,0
225666,0
225668,1
225670,0
225671,1
225672,0
225673,1
225674,0
225675,1
225677,1
225678,0
225680,1
225682,0
225684,1
225685,1
225687,1
225688,1
225689,1
225691,1
225693,0
225694,0
225695,1
225696,1
225698,0
225699,1
225701,1
225703,1
225705,1
225707,1
225709,0
225710,0
225711,0
225713,1
225714,1
225715,1
225716,1
225718,1
225720,1
225721,1
225723,0
225724,1
225726,1
225727,0
225728,0
225729,0
225731,1
225732,1
225733,1
225735,0
225736,0
225738,1
225739,0
225741,1
225743,1
225745,0
225747,1
225748,0
225749,0
225751,1
225753,1
225755,1
225756,0
225758,1
225759,1
225761,1
225763,1
225764,0
225765,0
225766,1
225767,0
225768,0
225769,0
225771,0
225772,0
225773,1
225775,0
225776,0
225777,0
225779,1
225781,0
225782,1
225783,1
225785,1
225787,0
225789,0
225791,0
225793,1
225795,1
225797,1
225799,1
225800,1
225801,0
225802,1
225804,0
225805,1
225807,1
225809,0
225811,1
225812,1
225814,0
225815,1
225817,1
225819,1
225821,1
225822,1
225823,1
225825,1
225827,1
225828,0
225830,1
225832,0
225834,0
225836,0
225837,0
225839,1
225840,1
225841,0
225842,0
225843,1
225844,1
225846,1
225848,1
225850,1
225852,0
225853,1
225854,1
225856,1
225858,1
225859,0
225861,1
225862,1
225863,0
225864,1
225865,0
225866,0
225868,1
225870,1
225872,1
225874,1
225875,0
225876,0
225877,1
225879,0
225881,1
225882,0
225884,1
225886,0
225888,1
225890,1
225892,1
225894,1
225896,1
225897,1
225898,0
225899,0
225901,1
225903,0
225905,1
225907,1
225909,0
225910,1
225912,1
225914,1
225916,1
225917,1
225919,1
225921,0
225923,1
225925,0
225926,0
225927,1
225929,1
225931,1
225932,1
225933,1
225935,0
225936,0
225937,1
225939,0
225941,1
225943,1
225944,0
225946,1
225947,1
225948,0
225949,0
225950,0
225952,1
225953,1
225955,1
225956,1
225958,1
225959,0
225961,1
225963,0
225964,1
225966,1
225968,1
225970,1
225971,0
225972,1
225974,1
225975,1
225976,0
225977,1
225978,1
225980,0
225982,1
225983,1
225985,1
225987,1
225989,1
225991,1
225993,0
225994,1
225996,1
225998,1
225999,0
226001,1
226003,1
226004,1
226005,1
226006,1
226007,0
226009,1
226011,1
226013,0
226014,1
226016,1
226017,1
226018,0
226020,1
226022,1
226023,0
226024,0
226026,1
226028,1
226029,1
226031,0
226033,0
226034,0
226035,1
226036,0
226037,1
226038,1
226040,1
226042,0
226044,1
226046,1
226047,1
226049,0
226051,0
226052,1
226053,0
226054,1
226056,0
226057,0
226058,1
226060,1
226062,0
226063,1
226064,1
226065,0
226066,1
226068,1
226069,1
226071,0
226073,0
226075,1
226076,1
226077,1
226078,0
226079,1
226081,1
226082,1
226083,0
226085,1
226087,1
226089,1
226090,1
226092,1
226093,0
226094,0
226095,1
226097,0
226099,0
226101,0
226103,0
226105,1
226107,1
226109,1
226110,1
226112,0
226113,1
226114,1
226116,1
226118,0
226120,0
226121,0
226122,0
226123,1
226124,0
226125,1
226127,1
226129,1
226130,0
226131,0
226133,1
226135,0
226137,0
226138,0
226139,1
226141,1
226143,1
226145,1
226147,0
226149,0
226151,0
226153,1
226155,1
226157,1
226158,1
226160,0
226162,1
226164,1
226166,1
226168,1
226170,1
226172,1
226174,1
226175,1
226177,0
226178,0
226179,0
226181,0
226182,1
226184,1
226186,0
226188,0
226190,1
226192,0
226193,1
226194,1
226195,1
226197,1
226198,0
226200,0
226202,0
226203,1
226205,1
226207,1
226209,0
226210,1
226212,1
226214,1
226216,1
226217,1
226218,0
226220,1
226221,1
226223,1
226224,0
226226,0
226228,1
226229,1
226231,1
226233,1
226235,1
226237,1
226239,0
226240,0
226241,1
226243,1
226245,1
226247,0
226249,0
226251,1
226252,1
226253,1
226254,1
226255,1
226256,1
226258,1
226260,1
226261,0
226263,0
226264,1
226266,1
226268,0
226270,1
226272,1
226274,0
226276,1
226278,1
226280,0
226282,1
226284,0
226285,1
226287,0
226288,1
226290,0
226292,0
226293,0
226294,0
226296,1
226298,1
226299,0
226300,1
226302,1
226304,0
226305,0
226307,1
226308,0
226310,0
226311,1
226313,1
226314,1
226316,1
226317,1
226319,0
226320,0
226321,0
226323,1
226325,0
226327,0
226328,1
226329,0
226330,0
226331,1
226332,1
226333,1
226334,0
226336,0
226337,1
226339,0
226341,1
226343,0
226344,0
226345,1
226347,1
226349,0
226351,0
226353,1
226354,0
226355,0
226356,1
226357,0
226359,0
226361,1
226363,0
226365,0
226366,0
226368,1
226370,1
226371,0
226372,0
226374,1
226376,0
226378,1
226379,1
226381,1
226383,1
226385,1
226387,0
226388,1
226390,0
226391,1
226393,0
226395,0
226396,1
226397,1
226398,1
226400,1
226402,1
226403,0
226405,0
226407,0
226408,1
226410,1
226412,0
226413,0
226415,0
226417,0
226419,1
226420,0
226422,0
226423,1
226425,1
226426,1
226428,0
226429,0
226431,1
226433,1
226435,1
226436,0
226438,0
226439,0
226440,0
226441,1
226442,1
226444,1
226445,1
226447,0
226448,0
226449,1
226451,0
226453,1
226455,1
226457,0
226459,0
226461,0
226463,1
226465,1
226467,1
226469,1
226471,0
226473,0
226474,1
226475,1
226476,1
226478,1
226479,1
226481,1
226483,0
226485,0
226487,1
226489,1
226490,1
226492,1
226494,0
226495,0
226497,0
226499,1
226500,0
226502,1
226504,1
226506,0
226508,0
226510,1
226512,0
226514,1
226516,1
226518,0
226519,1
226520,1
226522,0
226523,0
226525,0
226527,1
226529,0
226531,1
226532,1
226534,1
226536,0
226537,0
226539,1
226541,1
226543,1
226545,1
226547,1
226549,1
226551,1
226552,1
226554,1
226556,1
226558,1
226560,0
226561,1
226562,0
226564,1
226565,0
226567,1
226569,0
226570,1
226571,1
226573,1
226575,1
226577,1
226578,1
226580,0
226582,1
226584,1
226585,0
226587,1
226588,1
226589,1
226590,1
226591,0
226593,0
226595,1
226596,0
226597,1
226598,1
226600,1
226601,1
226603,1
226605,1
226606,1
226607,0
226608,0
226609,0
226610,0
226612,1
226614,1
226616,1
226617,0
226618,1
226620,0
226621,0
226622,1
226623,0
226624,0
226626,0
226628,1
226630,0
226631,0
226632,1
226634,1
226635,0
226637,0
226639,0
226640,1
226641,0
226642,1
226643,1
226644,0
226645,1
226647,1
226648,1
226649,0
226650,1
226652,0
226653,1
226654,0
226656,0
226658,1
226660,0
226662,1
226664,1
226665,1
226666,0
226667,0
226668,0
226670,1
226672,0
226674,1
226676,1
226677,0
226678,0
226680,1
226682,1
226684,1
226686,1
226688,0
226690,1
226691,1
226693,0
226694,1
226695,0
226697,1
226699,1
226700,1
226702,1
226704,1
226705,1
226707,1
226709,1
226711,1
226712,0
226714,0
226715,1
226717,0
226719,1
226721,0
226722,0
226724,1
226726,1
226727,1
226729,1
226731,1
226732,0
226733,0
226735,0
226736,1
226737,1
226738,1
226740,1
226741,0
226742,1
226744,1
226745,1
226746,1
226747,0
226748,1
226749,1
226750,1
226751,1
226753,1
226754,0
226755,0
226756,0
226757,1
226759,1
226760,1
226762,0
226763,1
226765,0
226766,0
226768,1
226769,1
226770,0
226771,0
226773,0
226774,1
226776,0
226777,0
226779,1
226781,1
226783,1
226785,1
226787,1
226788,1
226790,1
226792,1
226793,0
226794,1
226795,0
226796,1
226798,1
226800,0
226801,1
226803,1
226805,0
226807,0
226808,1
226810,0
226811,1
226812,1
226814,1
226815,1
226817,1
226818,1
226819,1
226820,1
226822,1
226824,1
226826,0
226827,0
226828,1
226830,0
226831,1
226833,1
226834,1
226835,0
226836,1
226837,1
226839,1
226840,1
226842,0
226844,1
226845,0
226846,1
226848,1
226850,1
226851,1
226853,0
226854,0
226856,1
226858,0
226860,1
226862,1
226864,1
226866,1
226868,0
226869,0
226871,1
226872,1
226873,0
226874,0
226876,1
226878,0
226879,1
226881,1
226882,1
226883,1
226885,1
226887,1
226889,1
226891,1
226892,1
226894,0
226895,1
226896,0
226897,1
226898,1
226900,0
226902,0
226904,0
226906,1
226908,1
226910,1
226911,1
226912,1
226913,0
226914,1
226916,1
226918,1
226920,0
226921,0
226922,0
226924,1
226926,0
226927,0
226928,0
226930,1
226931,1
226933,0
226935,1
226937,0
226938,1
226940,1
226942,0
226944,1
226946,1
226947,0
226949,1
226951,0
226953,0
226955,0
226956,1
226957,1
226958,1
226960,0
226962,1
226964,0
226966,1
226968,1
226970,0
226971,1
226973,0
226974,0
226975,0
226976,0
226977,1
226978,1
226980,1
226981,1
226983,0
226984,0
226985,1
226987,1
226989,1
226990,0
226991,1
226993,1
226995,1
226996,1
226997,0
226999,1
227000,0
227002,1
227003,1
227004,0
227005,1
227006,0
227007,1
227008,1
227009,1
227011,1
227013,1
227014,1
227016,1
227017,0
227019,1
227021,0
227022,1
227024,0
227026,0
227028,1
227030,1
227032,1
227033,1
227035,1
227037,1
227038,0
227040,0
227041,1
227043,1
227045,0
227046,0
227048,1
227050,0
227052,1
227054,1
227056,0
227057,0
227058,0
227059,1
227060,1
227061,1
227063,1
227064,1
227065,1
227066,1
227068,0
227070,0
227072,0
227074,1
227075,1
227076,0
227078,1
227080,0
227081,0
227083,1
227085,1
227087,1
227089,0
227091,1
227093,0
227094,1
227095,0
227096,0
227097,0
227099,0
227100,0
227102,0
227103,0
227104,1
227105,0
227106,0
227107,1
227109,1
227111,1
227112,1
227113,1
227114,0
227115,0
227117,1
227119,0
227121,1
227122,1
227123,1
227125,0
227127,1
227129,1
227131,1
227132,1
227134,1
227136,1
227138,1
227139,1
227141,1
227142,1
227143,1
227144,1
227146,1
227148,1
227150,1
227151,0
227153,0
227154,1
227156,0
227158,0
227159,0
227160,1
227162,1
227163,1
227165,1
227167,1
227169,1
227171,0
227173,0
227174,0
227176,1
227177,0
227179,1
227181,0
227182,1
227183,1
227185,1
227186,0
227188,0
227190,1
227191,0
227192,1
227193,0
227195,0
227196,1
227198,1
227199,1
227201,0
227203,1
227204,1
227205,1
227207,1
227208,1
227209,0
227210,0
227211,0
227212,0
227214,0
227215,0
227217,1
227219,1
227221,1
227223,1
227225,1
227226,0
227227,1
227228,1
227229,1
227230,1
227231,0
227232,0
227233,1
227235,0
227236,1
227238,1
227239,0
227241,1
227243,0
227244,1
227245,1
227247,1
227249,1
227251,1
227252,0
227253,1
227254,1
227255,1
227257,1
227259,1
227260,0
227262,1
227264,1
227266,1
227268,0
227270,0
227271,1
227273,0
227275,0
227277,0
227278,0
227280,1
227282,0
227284,1
227286,1
227288,0
227290,0
227291,0
227292,1
227293,1
227295,1
227296,1
227298,0
227300,0
227301,0
227302,0
227303,1
227305,1
227306,1
227307,1
227309,0
227311,0
227312,1
227314,1
227315,1
227317,0
227319,1
227321,1
227323,0
227324,1
227326,0
227328,0
227329,0
227330,0
227332,0
227334,0
227336,0
227337,1
227339,1
227340,1
227342,1
227343,1
227345,0
227346,0
227347,1
227349,1
227351,1
227353,1
227354,1
227355,1
227357,1
227359,0
227361,0
227362,0
227364,0
227365,1
227367,0
227369,1
227371,1
227373,1
227375,0
227377,1
227378,0
227379,1
227381,0
227382,1
227384,1
227386,0
227387,0
227388,1
227390,1
227392,1
227394,0
227395,0
227396,0
227398,0
227400,1
227401,1
227403,1
227405,0
227406,0
227408,0
227410,1
227411,0
227413,0
227414,1
227416,0
227417,1
227418,1
227419,1
227420,1
227421,0
227423,1
227425,1
227427,1
227428,1
227430,1
227432,0
227433,0
227435,1
227436,0
227437,1
227439,0
227440,1
227441,1
227443,1
227444,1
227446,0
227448,1
227450,1
227452,1
227454,1
227456,1
227458,0
227459,0
227460,1
227462,0
227464,1
227466,1
227468,1
227469,1
227471,1
227473,0
227475,1
227477,1
227479,0
227481,1
227483,1
227484,1
227485,0
227487,1
227488,1
227490,1
227491,0
227493,0
227494,0
227495,0
227497,0
227498,1
227499,0
227501,1
227503,1
227504,0
227506,1
227507,1
227508,1
227509,1
227510,1
227512,1
227514,0
227515,1
227517,1
227519,1
227521,1
227522,0
227523,0
227524,0
227525,1
227527,1
227528,1
227530,0
227532,1
227534,0
227536,0
227537,0
227539,1
227541,0
227543,1
227545,0
227546,0
227547,1
227549,1
227550,0
227552,0
227554,1
227556,0
227558,1
227560,1
227562,1
227563,0
227564,0
227565,1
227567,1
227569,1
227570,0
227572,1
227574,1
227575,1
227577,0
227578,0
227580,1
227582,1
227584,1
227586,1
227588,1
227589,1
227590,0
227591,0
227592,1
227594,0
227596,1
227598,1
227600,0
227601,0
227603,0
227605,1
227607,1
227609,1
227610,1
227612,1
227613,0
227615,0
227616,0
227617,1
227618,0
227619,1
227620,1
227621,1
227622,1
227623,1
227625,1
227627,1
227629,0
227631,0
227632,1
227634,0
227636,0
227637,1
227639,1
227640,1
227641,0
227642,1
227643,1
227645,1
227647,1
227649,1
227651,1
227652,1
227654,1
227656,1
227658,0
227659,0
227660,1
227662,0
227664,1
227665,0
227666,1
227668,1
227669,0
227670,1
227672,1
227673,1
227675,1
227677,1
227679,1
227681,1
227683,1
227685,1
227687,1
227689,0
227690,1
227691,1
227693,0
227694,1
227695,1
227697,1
227698,1
227700,0
227701,0
227702,1
227704,1
227705,0
227707,1
227708,0
227709,1
227711,1
227713,1
227715,1
227717,1
227718,1
227720,1
227721,1
227723,1
227725,0
227726,0
227727,1
227729,1
227731,0
227732,1
227733,1
227734,0
227736,0
227737,0
